Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Quartile,Government consumption,data,Transfers and subsidies,data,Government investment,data,Top marginal income tax rate,data,Top marginal income and payroll tax rate,data,Top marginal tax rate,State ownership of assets,Size of Government, Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Gender Legal Rights Adjustment,Legal System & Property Rights,Money growth,data,Standard deviation of inflation,data, Inflation: Most recent year,data,Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),data,Mean tariff rate,data,Standard deviation of tariff rates,data,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Financial Openness,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Impartial Public Administration,Licensing restrictions,Tax compliance,Business regulations,Regulation
2020,KAZ,Kazakhstan,7.35,49,2,6.06,19.40,8.10,7.48,10.00,11.37,10.00,10.00,8.00,30.00,9.00,5.30,7.69,4.25,4.17,5.64,8.33,5.19,5.04,9.91,5.24,0.88,5.62,9.61,1.95,8.64,3.39,8.65,6.75,10.00,9.23,7.03,4.45,8.78,6.10,7.27,6.83,7.69,5.80,4.89,5.34,10.00,2.24,5.38,1.45,3.02,6.52,8.00,7.34,10.00,8.45,10.00,5.27,7.85,10.00,9.25,3.00,7.56,4.94,6.00,9.84,4.46,9.24,7.92,7.07,7.69
2020,KEN,Kenya,6.96,78,2,7.52,14.44,9.71,1.58,2.27,42.06,9.00,25.00,9.00,25.00,9.00,7.83,7.26,5.35,4.25,4.97,5.83,5.46,4.42,7.24,4.86,0.88,4.99,9.34,3.28,8.99,2.53,8.92,5.41,10.00,9.31,6.57,5.14,7.30,13.50,4.82,12.96,6.23,5.17,5.49,5.33,10.00,7.00,3.85,0.00,3.62,6.29,10.00,0.29,10.00,6.76,6.67,5.16,6.64,8.00,6.30,10.00,7.13,4.78,4.22,9.03,6.95,8.32,7.99,6.88,6.92
2020,KGZ,Kyrgyz Republic,6.97,77,2,6.16,19.05,7.15,10.96,,,10.00,10.00,7.00,32.00,8.50,7.11,7.23,4.53,3.56,4.28,,5.73,4.52,9.87,3.75,0.88,4.87,8.13,9.36,8.96,2.60,8.74,6.33,10.00,8.96,7.62,3.57,8.68,6.60,7.73,5.68,8.01,5.10,6.05,5.58,10.00,5.36,1.54,3.67,3.52,6.78,8.00,8.99,9.00,8.66,5.00,4.34,7.39,10.00,7.76,1.00,5.91,3.92,4.00,9.67,5.14,8.19,7.53,6.41,6.99
2020,KHM,Cambodia,7.13,63,2,9.65,7.19,9.10,3.81,8.79,19.25,10.00,20.00,10.00,20.00,10.00,7.84,9.07,3.20,3.11,4.50,,1.98,1.82,7.55,3.73,1.00,3.70,7.82,10.89,9.26,1.84,9.41,2.94,10.00,9.12,8.88,1.68,7.92,10.40,6.67,8.32,7.82,5.66,4.00,4.83,10.00,10.00,5.38,0.00,5.13,6.94,,8.76,9.00,8.88,6.67,5.07,5.72,10.00,6.30,5.00,6.46,4.27,5.11,6.04,2.32,4.99,8.06,5.13,6.82
2020,KOR,"Korea, Rep.",7.42,43,2,3.53,28.01,6.45,13.52,9.49,16.79,5.00,46.00,5.00,46.00,5.00,7.22,6.34,6.06,6.74,6.69,6.67,8.04,6.88,8.22,7.24,0.88,6.65,9.24,3.80,9.48,1.29,9.89,0.54,10.00,9.65,9.65,0.53,7.28,13.60,0.00,56.71,5.64,5.63,9.58,7.60,10.00,10.00,6.15,0.00,5.38,7.16,8.00,9.39,10.00,9.13,5.57,4.24,6.31,10.00,2.52,0.00,4.77,3.76,9.11,9.59,7.88,9.99,8.05,8.06,7.32
2020,KWT,Kuwait,6.73,88,3,0.92,36.88,6.90,11.89,6.46,27.40,10.00,0.00,10.00,20.00,10.00,5.38,5.93,6.13,6.04,5.73,8.33,6.74,5.07,9.51,6.60,0.47,4.98,9.58,2.10,5.15,12.12,9.58,2.10,10.00,8.58,9.38,0.93,9.06,4.70,7.88,5.31,8.77,5.21,4.10,4.65,10.00,7.00,3.85,0.00,3.62,6.76,10.00,10.00,10.00,10.00,10.00,5.41,6.35,4.00,4.39,3.00,5.52,4.83,2.44,9.36,4.94,9.23,8.90,6.62,7.38
2020,LAO,Lao PDR,6.50,109,3,6.78,16.94,9.86,1.02,7.38,24.16,9.00,25.00,9.00,25.00,9.00,3.08,7.22,5.14,3.88,4.59,,3.49,3.08,8.45,5.37,1.00,4.86,6.35,18.24,9.48,1.29,8.98,5.10,5.00,7.45,9.02,1.47,8.28,8.60,7.11,7.22,8.14,5.52,7.45,6.49,10.00,1.64,1.54,0.00,1.06,6.42,,8.25,10.00,9.13,5.57,4.46,6.61,10.00,1.02,1.00,4.78,4.38,3.33,6.62,4.29,9.41,5.94,5.66,6.52
2020,LBN,Lebanon,5.45,154,4,9.44,7.90,8.16,7.25,7.78,22.77,10.00,25.00,8.00,31.00,9.00,6.72,8.22,4.68,3.60,5.08,3.33,4.46,3.16,7.33,4.64,0.82,4.14,9.88,0.62,0.00,36.69,0.00,84.86,10.00,4.97,9.59,0.62,8.80,6.00,5.18,12.06,7.85,4.89,3.12,4.00,0.00,4.48,1.54,0.00,2.00,3.47,10.00,0.00,10.00,6.67,5.57,4.85,6.40,8.00,10.00,10.00,7.47,3.55,0.67,8.94,3.59,6.40,7.97,5.19,6.44
2020,LBR,Liberia,6.51,106,3,7.38,14.92,8.64,5.47,4.11,35.63,9.00,25.00,7.00,33.00,8.00,7.12,7.05,5.56,3.22,4.16,5.00,4.53,2.87,4.80,4.38,1.00,4.31,9.86,-0.68,8.84,2.89,6.60,17.00,10.00,8.83,6.43,5.35,7.58,12.10,7.05,7.38,7.02,5.04,0.00,2.52,10.00,7.17,8.46,0.00,5.21,6.19,8.00,0.00,9.00,5.67,6.67,4.92,6.51,8.00,3.09,10.00,6.53,3.24,2.89,9.36,4.79,9.46,8.44,6.36,6.19
2020,LBY,Libya,4.95,160,4,0.00,51.17,,,,,10.00,14.00,9.00,25.00,9.50,5.44,4.98,4.45,2.08,3.28,5.00,5.21,3.62,,4.66,0.71,3.45,9.31,3.47,2.78,18.05,9.44,2.80,10.00,7.88,,,,,0.00,,0.00,3.52,4.26,3.89,7.58,1.64,0.77,0.00,0.80,3.07,,10.00,4.00,7.00,7.23,4.17,4.31,8.00,4.39,10.00,6.35,4.72,0.00,8.52,0.77,,0.03,2.81,5.39
2020,LKA,Sri Lanka,6.72,89,3,8.00,12.81,8.83,4.79,8.49,20.30,10.00,18.00,10.00,20.00,10.00,6.78,8.42,5.41,5.49,4.56,5.00,5.79,3.61,7.59,4.93,0.88,4.99,8.79,6.07,9.07,2.32,8.77,6.15,5.00,7.91,7.17,4.24,8.14,9.30,1.82,20.46,5.71,4.81,6.23,5.52,10.00,1.64,0.00,0.00,0.55,5.44,5.00,6.76,10.00,7.25,10.00,4.67,6.29,8.00,0.00,10.00,6.49,3.38,6.00,9.65,3.77,9.52,8.55,6.81,6.85
2020,LSO,Lesotho,6.52,105,3,3.23,29.02,7.77,8.67,0.02,49.94,8.00,30.00,8.00,30.00,8.00,7.31,5.27,5.93,4.52,4.12,,6.72,3.93,6.49,6.38,0.94,5.28,8.46,7.71,9.35,1.63,9.00,4.98,5.00,7.95,7.41,3.88,8.46,7.70,,10.93,7.94,3.35,9.81,6.58,10.00,1.64,1.54,0.00,1.06,6.39,10.00,10.00,10.00,10.00,6.67,4.28,4.37,8.00,6.55,10.00,6.64,4.45,4.67,9.46,5.77,7.91,6.33,6.43,7.69
2020,LTU,Lithuania,7.82,12,1,4.71,23.97,4.82,19.50,8.78,19.27,7.00,32.00,6.00,39.00,6.50,8.20,6.60,7.18,6.06,6.20,8.33,7.26,6.24,9.67,6.96,1.00,7.24,7.56,12.18,9.48,1.30,9.76,1.20,10.00,9.20,8.60,2.10,8.98,5.10,6.51,8.72,8.03,6.16,9.78,7.97,10.00,10.00,6.92,5.00,7.31,8.33,10.00,6.44,9.00,8.48,7.23,4.97,8.31,8.00,8.50,3.00,6.67,3.80,8.44,9.77,7.36,9.71,8.94,8.00,7.72
2020,LUX,Luxembourg,7.54,36,1,0.76,37.40,4.14,21.99,6.15,28.46,5.00,46.00,5.00,46.00,5.00,8.37,4.89,8.29,7.82,8.49,10.00,9.09,7.46,6.18,8.59,1.00,8.24,7.45,12.77,9.15,2.13,9.84,0.82,10.00,9.11,8.60,2.10,8.98,5.10,6.51,8.72,8.03,7.44,9.98,8.71,10.00,,3.85,5.00,4.43,7.79,8.00,8.07,9.00,8.36,2.23,5.67,6.78,6.00,8.50,10.00,6.53,5.89,6.44,9.40,9.68,8.39,9.38,8.20,7.69
2020,LVA,Latvia,7.77,16,1,3.98,26.46,5.76,16.05,7.62,23.32,7.00,31.00,4.00,47.00,5.50,8.11,6.20,6.95,6.01,6.18,8.33,8.22,5.53,9.03,6.20,1.00,7.06,7.53,12.34,9.28,1.79,9.96,0.22,10.00,9.19,8.60,2.10,8.98,5.10,6.51,8.72,8.03,6.76,9.42,8.09,10.00,10.00,6.92,5.00,7.31,8.36,10.00,8.45,8.00,8.82,5.00,5.06,8.03,10.00,7.76,10.00,7.64,4.25,8.22,9.81,8.18,7.79,8.11,7.73,8.06
2020,MAR,Morocco,6.55,99,3,4.01,26.36,8.24,6.96,9.59,16.42,5.00,38.00,3.00,46.00,4.00,7.29,6.63,5.96,5.41,7.16,6.67,6.28,4.88,7.52,8.08,0.76,5.73,9.53,2.37,9.86,0.34,9.86,0.71,0.00,7.31,9.32,1.02,7.54,12.30,3.16,17.10,6.67,6.74,8.08,7.41,10.00,1.64,0.77,0.00,0.80,6.22,8.00,7.17,10.00,8.39,1.10,4.72,7.26,8.00,5.29,3.00,4.89,5.23,6.00,9.67,4.29,9.97,8.26,7.24,6.84
2020,MDA,Moldova,7.05,69,2,6.82,16.80,5.96,15.33,10.00,13.03,10.00,12.00,5.00,36.00,7.50,7.37,7.53,4.96,4.39,4.89,6.67,6.22,4.32,9.57,4.42,1.00,5.68,8.64,6.82,9.66,0.84,9.25,3.77,5.00,8.14,9.26,1.11,8.94,5.30,7.80,5.51,8.67,6.12,8.79,7.46,10.00,1.64,0.77,0.00,0.80,6.73,10.00,6.96,10.00,8.99,5.57,4.72,7.58,6.00,6.79,3.00,5.61,4.02,6.44,9.83,6.73,6.38,7.95,6.89,7.16
2020,MDG,Madagascar,6.10,127,4,6.10,19.26,9.21,3.39,7.82,22.62,10.00,20.00,7.00,34.00,8.50,7.10,7.75,4.10,3.24,3.68,1.67,4.34,2.96,5.15,2.50,0.76,3.05,8.55,7.26,9.37,1.59,9.16,4.20,5.00,8.02,7.99,3.02,7.68,11.60,7.26,6.84,7.64,4.83,5.09,4.96,10.00,1.64,0.77,0.00,0.80,5.85,10.00,5.07,6.00,7.02,0.00,4.49,7.22,8.00,7.12,1.00,4.64,3.13,2.89,9.43,3.79,7.69,7.95,5.81,5.82
2020,MEX,Mexico,7.12,64,2,6.83,16.77,8.35,6.54,10.00,13.57,8.00,35.00,8.00,35.00,8.00,7.23,8.08,4.81,4.03,5.19,5.00,3.87,5.07,7.33,2.47,1.00,4.72,8.81,5.96,9.52,1.20,9.32,3.40,5.00,8.16,9.78,0.33,8.58,7.10,5.91,10.22,8.09,6.11,8.46,7.29,10.00,7.00,1.54,7.19,5.24,7.65,8.00,8.10,10.00,8.70,6.67,4.05,7.00,8.00,4.82,3.00,5.59,3.11,5.78,9.57,4.85,9.56,7.30,6.70,7.00
2020,MKD,North Macedonia,7.16,61,2,5.83,20.19,5.08,18.55,8.44,20.46,10.00,10.00,7.00,35.00,8.50,7.84,7.14,3.64,3.80,4.31,,5.49,3.95,8.38,3.91,0.94,4.64,9.02,4.92,9.12,2.20,9.76,1.20,5.00,8.22,9.59,0.62,8.66,6.70,6.57,8.58,8.27,4.95,9.61,7.28,10.00,4.48,3.08,8.74,5.43,7.75,10.00,9.37,10.00,9.79,7.23,4.33,5.74,8.00,7.38,10.00,7.11,3.31,8.00,9.49,4.67,9.43,8.67,7.26,8.05
2020,MLI,Mali,5.85,140,4,6.55,17.72,9.67,1.70,4.89,32.89,5.00,37.00,2.00,53.00,3.50,7.61,6.45,5.25,3.58,4.00,3.33,5.60,2.63,5.80,3.96,0.65,3.52,8.74,6.28,9.76,0.59,9.91,0.44,0.00,7.10,8.21,2.69,7.58,12.10,7.05,7.38,7.61,4.56,5.30,4.93,10.00,1.64,0.77,0.00,0.80,5.84,10.00,8.11,5.00,7.70,5.57,4.89,5.45,8.00,7.57,0.00,5.25,4.01,3.33,9.05,4.29,8.88,6.91,6.08,6.34
2020,MLT,Malta,7.72,21,1,2.24,32.39,5.96,15.31,10.00,10.43,7.00,35.00,7.00,35.00,7.00,6.81,6.40,6.68,6.42,6.82,10.00,7.78,5.35,5.24,5.29,0.94,6.50,7.64,11.78,9.84,0.41,9.87,0.64,10.00,9.34,8.60,2.10,8.98,5.10,6.51,8.72,8.03,7.05,8.92,7.98,10.00,10.00,7.69,5.00,7.57,8.40,10.00,5.65,10.00,8.55,7.23,5.16,7.32,8.00,10.00,10.00,7.95,4.79,6.89,9.27,6.85,8.00,8.44,7.37,7.96
2020,MMR,Myanmar,5.93,137,4,4.73,23.92,9.89,0.92,7.87,22.47,9.00,25.00,9.00,25.00,9.00,5.85,7.47,4.35,3.80,3.23,3.33,5.56,1.87,7.36,3.10,0.88,3.83,8.52,7.42,9.23,1.92,8.86,5.70,0.00,6.65,9.51,0.73,8.70,6.50,7.32,6.70,8.51,5.19,0.89,3.04,10.00,0.00,0.77,0.00,0.26,5.45,0.00,8.69,9.00,5.90,8.90,3.95,7.36,8.00,4.01,0.00,5.37,4.95,6.89,9.64,6.57,9.48,6.84,7.39,6.22
2020,MNE,Montenegro,7.46,40,1,5.36,21.77,,,5.18,31.88,10.00,10.00,5.00,39.00,7.50,7.58,6.40,6.07,5.58,5.56,,6.70,4.80,7.68,5.89,0.94,5.86,9.76,1.22,9.20,2.00,9.95,-0.26,10.00,9.73,7.80,3.30,9.26,3.70,7.88,5.29,8.31,5.73,9.29,7.51,10.00,,6.15,0.00,3.08,7.23,10.00,8.49,10.00,9.50,6.67,5.12,6.47,10.00,7.76,10.00,7.67,5.00,7.11,9.60,4.96,9.25,6.64,7.09,8.09
2020,MNG,Mongolia,7.30,56,2,5.67,20.73,7.53,9.57,6.89,25.90,10.00,10.00,7.00,31.00,8.50,6.97,7.11,5.27,4.33,4.27,8.33,5.96,6.25,9.11,5.05,1.00,6.07,7.99,10.04,8.52,3.69,9.26,3.69,10.00,8.94,8.85,1.72,8.96,5.20,9.00,2.50,8.94,4.99,2.59,3.79,10.00,8.36,0.77,0.00,3.04,6.44,,10.00,10.00,10.00,8.90,4.65,7.79,6.00,9.25,3.00,6.60,3.01,6.22,9.60,6.98,8.68,8.50,7.17,7.92
2020,MOZ,Mozambique,6.27,116,3,4.58,24.42,9.55,2.16,8.44,20.47,7.00,32.00,5.00,38.00,6.00,5.24,6.76,4.56,3.63,3.81,7.50,5.37,1.76,7.54,2.89,0.94,4.50,8.90,5.50,7.89,5.28,9.37,3.14,5.00,7.79,9.08,1.38,7.94,10.30,7.03,7.42,8.02,4.08,7.40,5.74,10.00,1.64,0.00,0.00,0.55,6.08,10.00,9.92,9.00,9.64,3.33,3.63,5.44,6.00,0.00,0.00,3.07,3.30,3.78,8.33,3.74,8.98,7.76,5.98,6.23
2020,MRT,Mauritania,6.13,125,4,6.37,18.35,0.00,0.00,10.00,10.98,5.00,40.00,5.00,40.00,5.00,7.28,5.73,3.61,2.77,3.20,,3.67,6.27,7.59,6.23,0.47,3.50,9.13,4.34,9.70,0.74,9.52,2.39,5.00,8.34,,,7.58,12.10,7.19,7.02,7.39,3.30,5.57,4.43,10.00,1.64,3.08,0.00,1.57,5.85,10.00,10.00,9.00,9.67,5.57,3.45,6.02,8.00,7.94,5.00,6.00,2.54,2.67,9.64,4.88,9.21,6.97,5.99,7.22
2020,MUS,Mauritius,7.88,9,1,5.86,20.08,8.39,6.42,7.44,23.97,10.00,15.00,10.00,15.00,10.00,7.82,7.90,6.81,6.36,7.19,,7.31,5.25,9.48,6.14,1.00,6.94,8.62,6.91,9.77,0.58,9.48,2.58,10.00,9.47,9.80,0.30,9.84,0.80,8.58,3.55,9.41,6.50,8.54,7.52,10.00,7.00,4.62,0.00,3.87,7.70,8.00,1.44,10.00,6.48,6.67,5.98,6.24,10.00,8.50,10.00,7.90,5.02,8.44,9.85,5.75,9.36,8.43,7.81,7.39
2020,MWI,Malawi,5.98,133,4,8.85,9.93,9.59,1.99,1.31,45.41,7.00,35.00,4.00,45.00,5.50,7.53,6.56,5.41,4.24,4.86,5.83,6.31,2.33,8.55,4.32,0.88,4.93,7.25,13.73,8.12,4.70,8.27,8.63,5.00,7.16,8.45,2.32,7.56,12.20,6.00,10.00,7.34,5.83,5.02,5.42,4.68,1.64,0.77,0.00,0.80,4.56,10.00,4.03,6.00,6.68,4.43,4.48,6.89,10.00,5.68,10.00,6.91,4.40,3.11,8.47,6.12,8.41,8.11,6.44,6.68
2020,MYS,Malaysia,7.35,49,2,6.59,17.60,8.05,7.66,7.13,25.06,9.00,30.00,9.00,30.00,9.00,4.84,7.12,6.31,6.73,7.52,8.33,6.44,5.73,8.63,7.38,0.65,5.88,4.22,28.89,9.28,1.79,9.77,-1.14,10.00,8.32,9.86,0.21,8.86,5.70,4.32,14.19,7.68,6.89,8.54,7.72,10.00,4.17,0.77,2.56,2.50,6.97,10.00,7.83,10.00,9.28,10.00,6.67,7.33,10.00,4.24,10.00,8.04,6.67,9.56,9.32,5.03,10.00,8.05,8.10,8.47
2020,NAM,Namibia,6.57,96,3,3.56,27.89,8.71,5.24,9.26,17.59,6.00,37.00,6.00,37.00,6.00,7.00,6.91,6.87,6.09,6.73,10.00,7.66,4.82,4.63,5.43,0.94,6.34,8.68,6.61,8.97,2.58,9.56,2.21,0.00,6.80,0.00,16.66,8.46,7.70,4.98,12.55,4.48,5.41,5.27,5.34,10.00,1.64,0.77,0.00,0.80,5.16,10.00,3.60,10.00,7.87,10.00,4.63,6.15,10.00,8.27,10.00,8.17,4.80,4.22,8.18,8.95,8.31,6.61,6.85,7.63
2020,NER,Niger,5.97,135,4,6.33,18.49,9.84,1.09,4.59,33.94,7.00,35.00,3.00,46.00,5.00,8.05,6.76,5.43,4.32,4.21,3.33,4.51,4.40,7.32,,0.53,3.66,9.90,-0.48,9.54,1.14,9.42,2.90,0.00,7.22,3.82,9.27,7.58,12.10,7.05,7.38,6.15,7.51,4.38,5.94,10.00,1.64,0.77,0.00,0.80,5.72,10.00,6.63,5.00,7.21,1.67,5.95,7.79,8.00,7.38,0.00,5.13,5.56,4.89,9.56,6.83,9.26,6.97,7.18,6.51
2020,NGA,Nigeria,6.70,92,3,8.50,11.11,9.87,0.99,10.00,12.06,9.00,24.00,5.00,38.00,7.00,6.95,8.46,5.01,3.31,4.04,3.33,4.48,5.09,4.55,3.05,0.82,3.75,9.13,4.35,9.50,1.24,7.36,13.20,10.00,9.00,,,7.58,12.10,7.05,7.38,7.31,6.31,0.57,3.44,4.46,3.00,5.38,0.00,2.79,4.50,10.00,7.46,9.00,8.82,10.00,6.06,7.72,10.00,10.00,10.00,8.96,2.85,2.22,9.49,3.40,9.20,6.15,5.55,7.78
2020,NIC,Nicaragua,6.84,82,2,6.29,18.61,10.00,0.42,2.30,41.94,8.00,30.00,3.00,47.00,5.50,6.01,6.02,2.88,2.52,4.00,4.17,3.21,5.14,6.97,5.09,1.00,4.25,9.77,1.14,9.64,0.91,9.26,3.68,10.00,9.67,9.64,0.54,8.86,5.70,7.06,7.35,8.52,5.06,6.07,5.57,10.00,10.00,5.38,0.00,5.13,7.30,10.00,9.18,9.00,9.39,6.67,4.98,5.53,2.00,6.26,10.00,5.91,3.32,3.56,8.86,2.44,7.24,7.75,5.53,6.94
2020,NLD,Netherlands,7.75,17,1,0.51,38.25,2.55,27.85,9.50,16.76,4.00,50.00,4.00,50.00,4.00,7.76,4.86,8.04,8.23,8.48,10.00,9.25,6.57,7.95,8.32,1.00,8.35,7.19,14.06,9.62,0.95,9.75,1.27,10.00,9.14,8.60,2.10,8.98,5.10,6.51,8.72,8.03,7.15,9.98,8.56,10.00,10.00,8.46,5.00,7.82,8.60,5.00,8.50,10.00,7.83,6.67,6.40,5.18,10.00,7.53,10.00,7.63,5.66,6.00,9.85,8.76,8.29,8.67,7.87,7.78
2020,NOR,Norway,7.58,32,1,0.68,37.70,3.87,22.99,7.47,23.86,6.00,38.00,3.00,53.00,4.50,7.08,4.72,8.46,8.30,7.93,10.00,9.47,7.30,9.12,7.98,1.00,8.57,9.16,4.20,8.46,3.85,9.74,1.29,10.00,9.34,9.89,0.16,8.82,5.90,0.00,27.44,6.24,5.41,9.85,7.63,10.00,10.00,4.62,5.00,6.54,7.60,10.00,8.09,10.00,9.36,7.23,4.54,4.73,6.00,10.00,0.00,5.42,4.75,6.67,9.85,9.58,9.13,9.11,8.18,7.65
2020,NPL,Nepal,6.54,103,3,8.94,9.62,9.33,2.96,8.98,18.58,5.00,36.00,5.00,36.00,5.00,7.74,8.00,5.21,3.57,4.70,,6.64,3.34,7.98,5.10,0.94,5.07,8.07,9.65,9.25,1.86,8.99,5.05,0.00,6.58,4.97,7.54,7.56,12.20,5.17,12.08,5.90,4.86,7.94,6.40,10.00,1.64,0.00,0.00,0.55,5.71,8.00,8.41,10.00,8.80,6.67,4.03,5.60,10.00,2.60,10.00,6.48,3.55,6.89,9.07,6.15,8.98,5.77,6.73,7.34
2020,NZL,New Zealand,8.27,4,1,4.22,25.65,4.92,19.13,7.92,22.28,7.00,33.00,7.00,34.00,7.00,7.40,6.29,8.66,8.48,8.09,10.00,8.77,7.18,9.90,8.68,1.00,8.72,9.30,3.49,9.36,1.60,9.66,1.72,10.00,9.58,8.55,2.17,9.62,1.90,8.96,2.60,9.04,7.45,8.74,8.09,10.00,10.00,6.92,0.00,5.64,8.19,10.00,6.67,9.00,8.56,8.90,5.28,7.62,10.00,10.00,10.00,8.63,5.19,8.44,9.98,9.65,9.40,8.43,8.52,8.57
2020,OMN,Oman,6.65,93,3,0.21,39.28,8.13,7.35,0.00,64.82,10.00,0.00,10.00,17.00,10.00,4.94,4.66,6.09,6.91,7.69,8.33,6.96,5.04,7.69,8.55,0.47,5.26,9.40,3.00,5.85,10.37,9.82,-0.90,10.00,8.77,9.63,0.56,8.88,5.60,5.00,12.49,7.84,6.02,8.56,7.29,10.00,10.00,5.38,0.00,5.13,7.56,10.00,0.00,10.00,6.67,8.90,5.42,7.15,2.00,,10.00,6.69,5.66,5.33,9.82,6.55,8.88,9.24,7.58,6.98
2020,PAK,Pakistan,6.03,130,4,7.68,13.90,9.22,3.37,9.29,17.47,7.00,35.00,7.00,35.00,7.00,7.34,8.11,5.35,3.30,4.71,2.50,4.88,3.50,6.64,4.73,0.71,3.80,8.83,5.83,8.37,4.08,8.05,9.74,0.00,6.31,7.93,3.10,7.58,12.10,5.60,11.01,7.04,4.99,4.33,4.66,10.00,1.64,0.77,0.00,0.80,5.62,8.00,5.27,10.00,7.76,1.10,5.37,5.48,6.00,2.60,10.00,5.09,4.65,5.11,9.40,1.70,8.87,6.83,6.09,6.31
2020,PAN,Panama,7.45,41,1,4.75,23.85,9.14,3.67,10.00,10.80,9.00,25.00,4.00,42.00,6.50,7.42,7.56,4.71,4.63,5.84,8.33,5.37,2.69,8.82,5.46,0.94,5.56,8.45,7.74,9.42,1.46,9.69,-1.55,10.00,9.39,9.61,0.58,8.98,5.10,6.21,9.49,8.27,5.87,8.90,7.39,10.00,10.00,10.00,0.00,6.67,8.08,8.00,6.17,10.00,8.06,2.23,3.63,5.99,4.00,4.13,10.00,5.00,3.95,6.22,9.75,6.65,9.20,5.43,6.87,6.64
2020,PER,Peru,7.50,37,1,5.95,19.77,9.55,2.15,7.78,22.76,8.00,30.00,3.00,48.00,5.50,9.04,7.56,5.32,3.80,4.24,7.50,5.68,4.68,8.54,3.02,1.00,5.35,9.72,1.41,9.52,1.20,9.60,2.00,10.00,9.71,9.73,0.40,9.52,2.40,8.43,3.94,9.23,5.51,6.65,6.08,10.00,10.00,8.46,0.00,6.15,7.86,8.00,5.39,9.00,7.46,3.90,2.80,7.51,10.00,7.04,10.00,6.87,2.55,6.44,9.07,6.41,8.68,7.09,6.71,7.02
